n,real,user,sys,mRSS
1,0.00,0.00,0.00,4052
2,0.00,0.00,0.00,4200
3,0.00,0.00,0.00,4436
4,0.00,0.00,0.00,4768
5,0.00,0.00,0.00,5200
10,0.01,0.01,0.00,8816
20,0.05,0.04,0.01,23572
30,0.11,0.10,0.00,48124
40,0.20,0.16,0.02,82492
50,0.31,0.23,0.07,126672
60,0.43,0.33,0.09,180656
70,0.51,0.31,0.10,221332
