n,real,user,sys,mRSS
1,0.76,0.23,0.06,39936
2,0.85,0.28,0.03,39788
3,1.04,0.41,0.05,40404
4,0.90,0.31,0.07,40428
5,0.80,0.28,0.06,43340
10,0.96,0.40,0.05,43964
20,1.11,0.56,0.06,53860
30,1.43,0.84,0.09,64028
40,1.12,0.56,0.09,83916
50,1.12,0.67,0.06,102468
60,1.30,0.84,0.10,123276
70,1.84,1.43,0.16,153120
80,2.08,1.58,0.18,185180
90,1.97,1.62,0.11,219928
100,2.48,2.03,0.20,258352
200,7.24,7.06,0.62,841744
300,11.71,11.17,0.95,1807212
400,20.50,19.60,1.60,3141684
