n,real,user,sys,mRSS
1,0.78,0.26,0.07,39424
2,1.22,0.28,0.11,39604
3,1.09,0.52,0.09,39072
4,1.03,0.51,0.05,39648
5,0.76,0.35,0.02,39816
10,0.79,0.35,0.06,40968
20,0.99,0.41,0.15,44864
30,0.85,0.36,0.07,49924
40,0.88,0.39,0.09,58220
50,0.81,0.34,0.09,70412
60,1.04,0.54,0.11,75528
70,0.89,0.43,0.06,91720
80,1.01,0.45,0.10,103440
90,1.77,1.41,0.12,120612
100,1.38,0.87,0.12,139076
200,2.97,2.46,0.27,397628
300,8.41,8.03,0.74,827076
400,15.41,16.18,1.33,1440496
