n,real,user,sys,mRSS
1,0.00,0.00,0.00,4056
2,0.00,0.00,0.00,4200
3,0.00,0.00,0.00,4440
4,0.00,0.00,0.00,4768
5,0.00,0.00,0.00,5196
10,0.01,0.00,0.00,8820
20,0.05,0.05,0.00,23572
30,0.13,0.10,0.01,48128
40,0.20,0.15,0.03,82496
50,0.30,0.22,0.06,126668
60,0.43,0.32,0.10,180656
70,0.51,0.34,0.07,221356
