n,real,user,sys,mRSS
1,0.76,0.22,0.07,39988
2,0.69,0.18,0.03,40216
3,0.70,0.29,0.05,40536
4,0.63,0.19,0.05,40196
5,0.70,0.27,0.03,41172
10,0.76,0.30,0.07,43672
20,0.96,0.47,0.06,53752
30,0.99,0.43,0.07,66140
40,0.98,0.51,0.09,83932
50,1.18,0.76,0.10,102992
60,1.43,0.98,0.11,123532
70,1.71,1.19,0.13,153052
80,1.43,0.94,0.11,184912
90,2.00,1.52,0.16,219232
100,3.12,2.56,0.24,252196
200,7.52,7.16,0.62,840880
300,11.43,10.90,1.02,1808372
400,26.38,27.99,2.58,3148388
