n,real,user,sys,mRSS
1,0.70,0.21,0.07,38948
2,1.03,0.17,0.05,43860
3,0.61,0.17,0.08,39560
4,0.64,0.20,0.07,39284
5,0.66,0.23,0.05,39812
10,0.63,0.24,0.03,40412
20,0.67,0.23,0.04,44332
30,0.73,0.24,0.09,49772
40,0.79,0.35,0.06,58212
50,0.92,0.42,0.08,70416
60,0.86,0.39,0.10,75480
70,0.92,0.55,0.05,91588
80,1.02,0.47,0.07,103596
90,1.14,0.59,0.05,114328
100,1.29,0.74,0.06,136668
200,3.96,3.69,0.31,398272
300,6.40,5.96,0.45,825012
400,14.33,15.85,1.34,1432644
