n,real,user,sys,mRSS
1,0.73,0.19,0.06,39636
2,0.68,0.18,0.03,39548
3,0.75,0.18,0.04,39580
4,0.67,0.14,0.04,39652
5,0.74,0.16,0.05,39456
10,0.74,0.22,0.04,40996
20,0.75,0.20,0.05,44748
30,0.78,0.16,0.09,49768
40,0.78,0.24,0.02,58300
50,0.83,0.23,0.05,70212
60,0.77,0.38,0.05,75372
70,1.05,0.53,0.09,91132
80,0.96,0.58,0.04,103992
90,1.08,0.64,0.11,114296
100,1.70,1.22,0.15,139460
200,2.58,2.21,0.19,397408
300,9.01,9.53,1.02,828896
400,11.93,11.21,0.93,1431164
